tc,4875
’u,4809
éq,4772
gè,4738
cœ,4717
ûr,4710
rô,4668
èl,4592
eo,4557
sè,4557
ao,4548
êc,4539
âg,4461
’a,4333
êv,4265
'â,4248
l’,4244
-j,4169
hô,4125
éu,4117
ms,4113
uè,4062
êl,4060
cq,4050
za,4028
’i,4004
iz,3992
ty,3980
nè,3977
bj,3900
sy,3899
c’,3897
vn,3877
-à,3842
îl,3780
my,3776
bê,3760
ôl,3736
lb,3712
r-,3684
âl,3676
eb,3478
lc,3425
èb,3345
bb,3332
pâ,3325
uz,3304
xv,3159
dî,3092
dû,3086
ly,3080
n’,3079
éb,3074
vè,3026
xé,2986
ax,2968
sf,2957
bâ,2936
lm,2925
lp,2915
hy,2915
wa,2908
yp,2902
jé,2857
lâ,2774
èd,2725
-h,2597
rû,2591
ûl,2591
gs,2560
cy,2552
-u,2533
ên,2526
xq,2495
ry,2477
êq,2442
iu,2420
mn,2394
sl,2344
bt,2277
az,2247
oj,2211
fê,2208
-p,2203
’é,2199
'î,2185
s’,2169
nj,2167
-b,2148
gg,2123
éâ,2117
zo,2113
t',2083
-r,1928
-o,1918
dy,1889
’o,1864
gy,1758
oè,1743
pû,1722
aï,1709
oé,1660
ny,1644
gm,1621
oî,1595
yl,1574
n-,1532
ml,1504
-f,1504
d-,1501
éi,1488
sœ,1468
fâ,1464
ej,1458
nl,1452
-s,1425
tâ,1420
nm,1404
îc,1391
oë,1387
sw,1381
yn,1367
gê,1356
ym,1334
ôn,1295
sh,1290
tm,1249
'm,1231
oï,1151
pç,1133
j’,1130
uê,1125
ey,1094
rh,1080
lj,1077
g-,1074
uh,1057
pô,1050
'v,1046
mr,1041
ck,1033
lf,1020
dj,1013
vô,1012
ôm,1000
œi,964
ij,961
çà,952
ïs,918
ki,913
èq,903
’y,896
dv,868
ët,860
nô,845
sç,834
oz,833
gw,822
wy,822
np,822
bî,819
îm,819
'œ,818
ïv,789
xx,785
hn,782
-g,770
rz,761
ln,756
ël,755
hê,725
mâ,722
ke,713
ân,712
’à,693
py,676
-q,641
fî,640
mœ,633
zè,601
{p,600
p},600
by,590
ae,577
sj,571
sb,567
zi,524
wi,520
lû,518
ew,516
vî,486
ïq,484
éé,483
tf,471
-n,469
fè,468
lx,427
’h,425
zu,419
cê,404
lv,398
rk,393
yt,391
’ê,385
ee,377
uu,376
gâ,367
uï,356
oê,344
vâ,342
ïe,328
cf,313
nº,301
mw,297
we,297
n°,294
f-,289
lê,285
oa,280
bè,274
sd,268
ûm,268
-é,266
ôp,263
fc,262
ox,261
ïf,255
sg,249
ïr,245
hœ,245
xo,239
uë,238
tn,236
i',235
w-,233
-y,233
zm,231
lz,231
dw,231
tl,229
aë,228
pč,225
čr,225
nx,223
lr,212
bû,207
ûc,207
gh,201
m’,201
eô,196
yè,193
nb,193
dg,190
oů,189
tz,187
ht,185
oo,184
hs,167
v',166
'l,166
nâ,165
qa,164
wh,164
rî,162
-a,161
’â,161
ak,161
mî,159
âp,159
vœ,159
